file,stage,reason
S2:fraudlabspro.com/fraud-detection/1.1/openapi.yaml,c_min_ops,only_2_ops
S2:fraudlabspro.com/sms-verification/1.0/openapi.yaml,c_min_ops,only_2_ops
S2:freesound.org/2.0.0/swagger.yaml,c_min_ops,only_2_ops
S2:freetv-app.com/v1/openapi.yaml,c_min_ops,only_1_ops
S2:fungenerators.com/namegen/1.5/swagger.yaml,c_min_ops,only_2_ops
S2:fungenerators.com/taunt/1.5/swagger.yaml,c_min_ops,only_2_ops
S2:furkot.com/1.0.0/swagger.yaml,c_min_ops,only_2_ops
S2:geodatasource.com/1.0/openapi.yaml,c_min_ops,only_1_ops
S2:getthedata.com/bng2latlong/1.0/openapi.yaml,c_min_ops,only_1_ops
S2:globalwinescore.com/8234aab51481d37a30757d925b7f4221a659427e/openapi.yaml,c_min_ops,only_2_ops
S2:go-upc.com/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/abusiveexperiencereport/v1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/acceleratedmobilepageurl/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/acmedns/v1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/adexperiencereport/v1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/analyticsreporting/v4/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/androidpublisher/v1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/appsactivity/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/baremetalsolution/v1alpha1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/chromeuxreport/v1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/cloudasset/v1p1beta1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/cloudasset/v1p4beta1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/cloudasset/v1p5beta1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/cloudasset/v1p7beta1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/cloudtrace/v2/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/commentanalyzer/v1alpha1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/customsearch/v1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/datastore/v1beta1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/dfareporting/v3.5/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/discovery/v1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/driveactivity/v2/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/fcm/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/fcmdata/v1beta1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/groupsmigration/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/indexing/v3/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/kgsearch/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/localservices/v1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/mybusinessnotifications/v1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/pagespeedonline/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/pagespeedonline/v2/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/pagespeedonline/v4/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/pagespeedonline/v5/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/playcustomapp/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/playgrouping/v1alpha1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/playintegrity/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/policyanalyzer/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/policyanalyzer/v1beta1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/policysimulator/v1beta1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/policytroubleshooter/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/policytroubleshooter/v1beta/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/publicca/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/publicca/v1alpha1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/publicca/v1beta1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/safebrowsing/v5/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/servicecontrol/v2/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/speech/v2beta1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/sts/v1beta/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/trafficdirector/v2/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/trafficdirector/v3/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/travelimpactmodel/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/vectortile/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/verifiedaccess/v1/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/verifiedaccess/v2/openapi.yaml,c_min_ops,only_2_ops
S2:googleapis.com/videointelligence/v1beta2/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/videointelligence/v1p1beta1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/videointelligence/v1p2beta1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/videointelligence/v1p3beta1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/webfonts/v1/openapi.yaml,c_min_ops,only_1_ops
S2:googleapis.com/youtubeAnalytics/v1/openapi.yaml,a_validate,empty_paths
S2:here.com/positioning/2.1.1/openapi.yaml,c_min_ops,only_1_ops
S2:hubapi.com/analytics/v3/openapi.yaml,c_min_ops,only_1_ops
S2:hubapi.com/business units/v3/openapi.yaml,c_min_ops,only_1_ops
S2:hubapi.com/cms/v3/openapi.yaml,c_min_ops,only_2_ops
S2:hubapi.com/conversations/v3/openapi.yaml,c_min_ops,only_1_ops
S2:hubapi.com/events/v3/openapi.yaml,c_min_ops,only_1_ops
S2:hydramovies.com/1.1/swagger.yaml,c_min_ops,only_2_ops
S2:image-charts.com/6.1.19/swagger.yaml,c_min_ops,only_2_ops
S2:import.io/data/1.0/swagger.yaml,c_min_ops,only_2_ops
S2:import.io/extraction/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:import.io/rss/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:import.io/run/1.0/swagger.yaml,c_min_ops,only_2_ops
S2:interzoid.com/convertcurrency/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getaddressmatch/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getareacodefromnumber/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getcitymatch/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getcitystandard/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getcompanymatch/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getcountrymatch/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getcountrystandard/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getcurrencyrate/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getemailinfo/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getfullnamematch/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getfullnameparsedmatch/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getglobalnumberinfo/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getglobaltime/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getstateabbreviation/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getweathercity/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getweatherzip/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/getzipinfo/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/globalpageload/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:interzoid.com/lookupareacode/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:ip2location.com/geolocation/1.0/openapi.yaml,c_min_ops,only_1_ops
S2:ip2location.io/1.0/openapi.yaml,c_min_ops,only_1_ops
S2:ip2proxy.com/1.0/openapi.yaml,c_min_ops,only_1_ops
S2:ip2whois.com/1.0/openapi.yaml,c_min_ops,only_1_ops
S2:ipinfodb.com/1.0.0/openapi.yaml,a_validate,empty_paths
S2:iptwist.com/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:iva-api.com/2.0/swagger.yaml,a_validate,empty_paths
S2:javatpoint.com/v1/openapi.yaml,c_min_ops,only_1_ops
S2:json2video.com/2.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:klarna.com/openai/v0/openapi.yaml,c_min_ops,only_1_ops
S2:koomalooma.com/1.0/swagger.yaml,c_min_ops,only_2_ops
S2:landregistry.gov.uk/deed/1.0.0/swagger.yaml,c_min_ops,only_2_ops
S2:letmc.com/maintenance/v3-maintenance/openapi.yaml,c_min_ops,only_1_ops
S2:mailboxvalidator.com/checker/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:mailboxvalidator.com/disposable/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:mailboxvalidator.com/validation/0.1/openapi.yaml,c_min_ops,only_1_ops
S2:mastercard.com/BINTableResource/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:mastercard.com/BillPay/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:mastercard.com/MAWS/1.1.0/swagger.yaml,c_min_ops,only_1_ops
S2:mastercard.com/MerchantIdentifier/2.0.0/swagger.yaml,c_min_ops,only_1_ops
S2:mastercard.com/PaymentAccountReferenceInquiryAPI/1.1/swagger.yaml,c_min_ops,only_1_ops
S2:mastercard.com/Repower/V2/swagger.yaml,c_min_ops,only_2_ops
S2:medcorder.com/1.0.0/swagger.yaml,c_min_ops,only_1_ops
S2:microsoft.com/cognitiveservices-AutoSuggest/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:microsoft.com/cognitiveservices-CustomImageSearch/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:microsoft.com/cognitiveservices-CustomSearch/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:microsoft.com/cognitiveservices-EntitySearch/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:microsoft.com/cognitiveservices-LocalSearch/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:microsoft.com/cognitiveservices-SpellCheck/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:microsoft.com/cognitiveservices-VisualSearch/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:microsoft.com/cognitiveservices-WebSearch/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:modelpubsub.com/0.1/openapi.yaml,c_min_ops,only_1_ops
S2:moderatecontent.com/1.0.0/swagger.yaml,c_min_ops,only_1_ops
S2:moonmoonmoonmoon.com/1.0/swagger.yaml,c_min_ops,only_2_ops
S2:nasa.gov/apod/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:nexmo.com/audit/1.0.4/openapi.yaml,c_min_ops,only_2_ops
S2:nexmo.com/conversion/1.0.1/openapi.yaml,c_min_ops,only_2_ops
S2:nexmo.com/dispatch/0.3.4/openapi.yaml,c_min_ops,only_1_ops
S2:nexmo.com/messages-olympus/1.4.0/openapi.yaml,c_min_ops,only_1_ops
S2:nexmo.com/redact/1.0.6/openapi.yaml,c_min_ops,only_1_ops
S2:nexmo.com/sms/1.2.0/openapi.yaml,c_min_ops,only_1_ops
S2:nic.at/domainfinder/1.1.0/openapi.yaml,c_min_ops,only_1_ops
S2:npr.org/sponsorship/2/swagger.yaml,c_min_ops,only_2_ops
S2:npr.org/station-finder/3/swagger.yaml,c_min_ops,only_2_ops
S2:nrel.gov/building-case-studies/1.0/swagger.yaml,c_min_ops,only_2_ops
S2:ntropy.network/1.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:nytimes.com/archive/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:nytimes.com/article_search/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:nytimes.com/geo_api/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:nytimes.com/semantic_api/2.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:nytimes.com/times_tags/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:nytimes.com/top_stories/2.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:o2.cz/mobility/1.2.0/swagger.yaml,c_min_ops,only_2_ops
S2:omdbapi.com/1/swagger.yaml,c_min_ops,only_1_ops
S2:onsched.com/utility/v1/openapi.yaml,c_min_ops,only_2_ops
S2:openbanking.org.uk/event-notifications-openapi/3.1.7/openapi.yaml,c_min_ops,only_1_ops
S2:opencagedata.com/1/swagger.yaml,c_min_ops,only_1_ops
S2:openfigi.com/1.4.0/openapi.yaml,c_min_ops,only_2_ops
S2:openindex.ai/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:ote-godaddy.com/aftermarket/1.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:ote-godaddy.com/agreements/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:ote-godaddy.com/countries/1.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:ote-godaddy.com/orders/1.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:paccurate.io/0.1.1/swagger.yaml,c_min_ops,only_1_ops
S2:papinet.io/order_status/1.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:parliament.uk/now/v1/openapi.yaml,c_min_ops,only_2_ops
S2:passwordutility.net/v1/swagger.yaml,c_min_ops,only_2_ops
S2:paypi.dev/1.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:personio.de/authentication/1.0/openapi.yaml,c_min_ops,only_1_ops
S2:phila.gov/pollingplaces/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:placekit.co/1.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:poemist.com/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:presalytics.io/converter/0.1/openapi.yaml,c_min_ops,only_1_ops
S2:proxykingdom.com/v1/openapi.yaml,c_min_ops,only_1_ops
S2:quicksold.co.uk/location/1.0/swagger.yaml,c_min_ops,only_1_ops
S2:rapidapi.com/dynamicdocs/1.0/openapi.yaml,c_min_ops,only_1_ops
S2:rapidapi.com/ecowetter/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:rapidapi.com/language-identification/1.0.0/swagger.yaml,c_min_ops,only_1_ops
S2:rapidapi.com/spellcheckpro/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:redeal.io/analytics/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:regcheck.org.uk/1.0.0/swagger.yaml,c_min_ops,only_1_ops
S2:reloadly.com/1.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:sakari.io/1.0.1/openapi.yaml,a_validate,parse_error: ConstructorError
S2:scideas.net/perfectpdf/1.0/openapi.yaml,c_min_ops,only_1_ops
S2:scideas.net/regression/1.0/openapi.yaml,c_min_ops,only_1_ops
S2:seldon.local/engine/0.1/openapi.yaml,c_min_ops,only_2_ops
S2:selectpdf.com/1.0.0/swagger.yaml,c_min_ops,only_1_ops
S2:sendgrid.com/1.0.0/openapi.yaml,a_validate,parse_error: ReaderError
S2:sheetlabs.com/rig-veda/1.2/swagger.yaml,c_min_ops,only_1_ops
S2:sheetlabs.com/vedic-society/1.2/swagger.yaml,c_min_ops,only_1_ops
S2:shipstation.com/1.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:shop.app/v1/openapi.yaml,c_min_ops,only_2_ops
S2:sinao.app/1.1.0/openapi.yaml,a_validate,parse_error: ConstructorError
S2:slack.com/openai/v1/openapi.yaml,c_min_ops,only_1_ops
S2:spectrocoin.com/1.0.0/swagger.yaml,c_min_ops,only_1_ops
S2:sportsdata.io/mlb-v3-play-by-play/1.0/openapi.yaml,c_min_ops,only_2_ops
S2:sportsdata.io/nba-v3-play-by-play/1.0/openapi.yaml,c_min_ops,only_2_ops
S2:sportsdata.io/nhl-v3-play-by-play/1.0/openapi.yaml,c_min_ops,only_2_ops
S2:stellastra.com/1.0/openapi.yaml,c_min_ops,only_1_ops
S2:stormglass.io/1.0.1/swagger.yaml,c_min_ops,only_1_ops
S2:surrey.ca/trafficloops/0.1/swagger.yaml,c_min_ops,only_2_ops
S2:tafqit.herokuapp.com/v1/openapi.yaml,c_min_ops,only_1_ops
S2:ticketmaster.com/commerce/v2/swagger.yaml,c_min_ops,only_1_ops
S2:tinyuid.com/1.0.0/swagger.yaml,c_min_ops,only_1_ops
S2:trapstreet.com/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:truanon.com/1.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:twilio.com/twilio_chat_v3/1.55.0/openapi.yaml,c_min_ops,only_1_ops
S2:twilio.com/twilio_flex_v2/1.55.0/openapi.yaml,c_min_ops,only_1_ops
S2:twilio.com/twilio_frontline_v1/1.55.0/openapi.yaml,c_min_ops,only_2_ops
S2:twilio.com/twilio_lookups_v1/1.55.0/openapi.yaml,c_min_ops,only_1_ops
S2:twilio.com/twilio_lookups_v2/1.55.0/openapi.yaml,c_min_ops,only_1_ops
S2:urlbox.io/v1/openapi.yaml,c_min_ops,only_1_ops
S2:va.gov/confirmation/0.0.1/openapi.yaml,b_rest_style,rpc_shaped
S2:va.gov/forms/0.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:versioneye.com/v1/openapi.yaml,a_validate,parse_error: ConstructorError
S2:vonage.com/extension/1.11.8/openapi.yaml,c_min_ops,only_2_ops
S2:vonage.com/reports/1.0.1/openapi.yaml,c_min_ops,only_1_ops
S2:vonage.com/user/1.11.8/openapi.yaml,c_min_ops,only_2_ops
S2:vtex.local/Message-Center-API/1.0.0/openapi.yaml,c_min_ops,only_1_ops
S2:vtex.local/Pricing-Hub/1.0/openapi.yaml,c_min_ops,only_2_ops
S2:wellknown.ai/1.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:whapi.com/numbers/2.0/swagger.yaml,c_min_ops,only_1_ops
S2:wheretocredit.com/1.0/openapi.yaml,c_min_ops,only_2_ops
S2:who-hosts-this.com/0.0.1/swagger.yaml,c_min_ops,only_1_ops
S2:wmata.com/bus-realtime/1.0/swagger.yaml,c_min_ops,only_2_ops
S2:wmata.com/rail-realtime/1.0/swagger.yaml,c_min_ops,only_2_ops
S2:wolframalpha.com/v0.1/openapi.yaml,c_min_ops,only_2_ops
S2:wordassociations.net/1.0/swagger.yaml,c_min_ops,only_2_ops
S2:wso2apistore.com/transform/1.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:xero.com/xero-identity/2.9.4/openapi.yaml,c_min_ops,only_2_ops
S2:xkcd.com/1.0.0/openapi.yaml,c_min_ops,only_2_ops
S2:zenoti.com/1.0.0/openapi.yaml,a_validate,empty_paths
S1:adyen.com-AccountService-3-openapi.yaml,d_dedup,superseded_by:adyen.com-AccountService-4-openapi.yaml
S1:adyen.com-AccountService-4-openapi.yaml,d_dedup,superseded_by:adyen.com-AccountService-5-openapi.yaml
S1:adyen.com-CheckoutService-37-openapi.yaml,d_dedup,superseded_by:adyen.com-CheckoutService-40-openapi.yaml
S1:adyen.com-CheckoutService-40-openapi.yaml,d_dedup,superseded_by:adyen.com-CheckoutService-41-openapi.yaml
S1:adyen.com-CheckoutService-41-openapi.yaml,d_dedup,superseded_by:adyen.com-CheckoutService-46-openapi.yaml
S1:adyen.com-FundService-3-openapi.yaml,d_dedup,superseded_by:adyen.com-FundService-5-openapi.yaml
S1:adyen.com-MarketPayNotificationService-3-openapi.yaml,d_dedup,superseded_by:adyen.com-MarketPayNotificationService-4-openapi.yaml
S1:adyen.com-MarketPayNotificationService-4-openapi.yaml,d_dedup,superseded_by:adyen.com-MarketPayNotificationService-5-openapi.yaml
S1:adyen.com-PaymentService-25-openapi.yaml,d_dedup,superseded_by:adyen.com-PaymentService-30-openapi.yaml
S1:adyen.com-PaymentService-30-openapi.yaml,d_dedup,superseded_by:adyen.com-PaymentService-40-openapi.yaml
S1:adyen.com-PaymentService-40-openapi.yaml,d_dedup,superseded_by:adyen.com-PaymentService-46-openapi.yaml
S1:amazonaws.com-appmesh-2018-10-01-swagger.yaml,d_dedup,superseded_by:amazonaws.com-appmesh-2019-01-25-swagger.yaml
S1:amazonaws.com-clouddirectory-2016-05-10-swagger.yaml,d_dedup,superseded_by:amazonaws.com-clouddirectory-2017-01-11-swagger.yaml
S1:amazonaws.com-cloudfront-2016-11-25-swagger.yaml,d_dedup,superseded_by:amazonaws.com-cloudfront-2017-03-25-swagger.yaml
S1:amazonaws.com-cloudfront-2017-03-25-swagger.yaml,d_dedup,superseded_by:amazonaws.com-cloudfront-2017-10-30-swagger.yaml
S1:amazonaws.com-cloudfront-2017-10-30-swagger.yaml,d_dedup,superseded_by:amazonaws.com-cloudfront-2018-06-18-swagger.yaml
S1:amazonaws.com-cloudfront-2018-06-18-swagger.yaml,d_dedup,superseded_by:amazonaws.com-cloudfront-2018-11-05-swagger.yaml
S1:amazonaws.com-cloudfront-2018-11-05-swagger.yaml,d_dedup,superseded_by:amazonaws.com-cloudfront-2019-03-26-swagger.yaml
S1:amazonaws.com-cloudsearch-2011-02-01-swagger.yaml,d_dedup,superseded_by:amazonaws.com-cloudsearch-2013-01-01-swagger.yaml
S1:amazonaws.com-dynamodb-2011-12-05-swagger.yaml,d_dedup,superseded_by:amazonaws.com-dynamodb-2012-08-10-swagger.yaml
S1:amazonaws.com-elasticloadbalancing-2012-06-01-swagger.yaml,d_dedup,superseded_by:amazonaws.com-elasticloadbalancingv2-2015-12-01-swagger.yaml
S1:amazonaws.com-kinesisanalytics-2015-08-14-swagger.yaml,d_dedup,superseded_by:amazonaws.com-kinesisanalyticsv2-2018-05-23-swagger.yaml
S1:amazonaws.com-lambda-2014-11-11-swagger.yaml,d_dedup,superseded_by:amazonaws.com-lambda-2015-03-31-swagger.yaml
S1:amazonaws.com-rds-2013-01-10-swagger.yaml,d_dedup,superseded_by:amazonaws.com-rds-2013-02-12-swagger.yaml
S1:amazonaws.com-rds-2013-02-12-swagger.yaml,d_dedup,superseded_by:amazonaws.com-rds-2013-09-09-swagger.yaml
S1:amazonaws.com-rds-2013-09-09-swagger.yaml,d_dedup,superseded_by:amazonaws.com-rds-2014-09-01-swagger.yaml
S1:amazonaws.com-rds-2014-09-01-swagger.yaml,d_dedup,superseded_by:amazonaws.com-rds-2014-10-31-swagger.yaml
S1:azure.com-addons-Addons-2017-05-15-swagger.yaml,d_dedup,superseded_by:azure.com-addons-addons-swagger-2018-03-01-swagger.yaml
S1:azure.com-advisor-2016-07-12-preview-swagger.yaml,d_dedup,superseded_by:azure.com-advisor-2017-03-31-swagger.yaml
S1:azure.com-advisor-2017-03-31-swagger.yaml,d_dedup,superseded_by:azure.com-advisor-2017-04-19-swagger.yaml
S1:azure.com-alertsmanagement-AlertsManagement-2018-05-05-preview-swagger.yaml,d_dedup,superseded_by:azure.com-alertsmanagement-AlertsManagement-2018-05-05-swagger.yaml
S1:azure.com-alertsmanagement-AlertsManagement-2018-05-05-swagger.yaml,d_dedup,superseded_by:azure.com-alertsmanagement-AlertsManagement-2018-11-02-privatepreview-swagger.yaml
S1:azure.com-alertsmanagement-AlertsManagement-2018-11-02-privatepreview-swagger.yaml,d_dedup,superseded_by:azure.com-alertsmanagement-AlertsManagement-2019-03-01-preview-swagger.yaml
S1:azure.com-alertsmanagement-AlertsManagement-2019-03-01-preview-swagger.yaml,d_dedup,superseded_by:azure.com-alertsmanagement-AlertsManagement-2019-03-01-swagger.yaml
S1:azure.com-alertsmanagement-AlertsManagement-2019-03-01-swagger.yaml,d_dedup,superseded_by:azure.com-alertsmanagement-AlertsManagement-2019-05-05-preview-swagger.yaml
S1:azure.com-alertsmanagement-SmartDetectorAlertRulesApi-2019-03-01-swagger.yaml,d_dedup,duplicate_of:azure.com-alertsmanagement-AlertsManagement-2019-05-05-preview-swagger.yaml
S1:azure.com-alertsmanagement-AlertsManagement-2019-05-05-preview-swagger.yaml,d_dedup,superseded_by:azure.com-alertsmanagement-SmartDetectorAlertRulesApi-2019-06-01-swagger.yaml
S1:azure.com-analysisservices-2016-05-16-swagger.yaml,d_dedup,superseded_by:azure.com-analysisservices-2017-07-14-swagger.yaml
S1:azure.com-analysisservices-2017-07-14-swagger.yaml,d_dedup,superseded_by:azure.com-analysisservices-2017-08-01-beta-swagger.yaml
S1:azure.com-analysisservices-2017-08-01-beta-swagger.yaml,d_dedup,superseded_by:azure.com-analysisservices-2017-08-01-swagger.yaml
S1:azure.com-apimanagement-2016-07-07-swagger.yaml,d_dedup,superseded_by:azure.com-apimanagement-2018-01-01-swagger.yaml
S1:azure.com-apimanagement-apimapis-2016-10-10-swagger.yaml,d_dedup,duplicate_of:azure.com-apimanagement-2018-01-01-swagger.yaml
S1:azure.com-apimanagement-apimapis-2017-03-01-swagger.yaml,d_dedup,duplicate_of:azure.com-apimanagement-2017-03-01-swagger.yaml
S1:azure.com-apimanagement-apimapis-2018-01-01-swagger.yaml,d_dedup,duplicate_of:azure.com-apimanagement-2018-01-01-swagger.yaml
S1:azure.com-apimanagement-2018-01-01-swagger.yaml,d_dedup,superseded_by:azure.com-apimanagement-apimapis-2018-06-01-preview-swagger.yaml
S1:azure.com-apimanagement-apimapis-2018-06-01-preview-swagger.yaml,d_dedup,superseded_by:azure.com-apimanagement-apimapis-2019-01-01-swagger.yaml
S1:azure.com-apimanagement-apimapiversionsets-2018-06-01-preview-swagger.yaml,d_dedup,duplicate_of:azure.com-apimanagement-apimapis-2019-01-01-swagger.yaml
S1:azure.com-apimanagement-apimapiversionsets-2019-01-01-swagger.yaml,d_dedup,duplicate_of:azure.com-apimanagement-apimapis-2019-01-01-swagger.yaml
S1:azure.com-apimanagement-apimauthorizationservers-2016-10-10-swagger.yaml,d_dedup,duplicate_of:azure.com-apimanagement-apimapis-2019-01-01-swagger.yaml
S1:azure.com-apimanagement-apimauthorizationservers-2017-03-01-swagger.yaml,d_dedup,duplicate_of:azure.com-apimanagement-2017-03-01-swagger.yaml
S1:azure.com-apimanagement-apimauthorizationservers-2018-01-01-swagger.yaml,d_dedup,duplicate_of:azure.com-apimanagement-apimapis-2019-01-01-swagger.yaml
S1:azure.com-apimanagement-apimauthorizationservers-2018-06-01-preview-swagger.yaml,d_dedup,duplicate_of:azure.com-apimanagement-apimapis-2019-01-01-swagger.yaml
S1:azure.com-apimanagement-apimauthorizationservers-2019-01-01-swagger.yaml,d_dedup,duplicate_of:azure.com-apimanagement-apimapis-2019-01-01-swagger.yaml
S1:azure.com-apimanagement-apimbackends-2016-10-10-swagger.yaml,d_dedup,duplicate_of:azure.com-apimanagement-apimapis-2019-01-01-swagger.yaml
S1:azure.com-apimanagement-apimbackends-2017-03-01-swagger.yaml,d_dedup,duplicate_of:azure.com-apimanagement-apimapis-2019-01-01-swagger.yaml
S1:azure.com-apimanagement-apimbackends-2018-01-01-swagger.yaml,d_dedup,duplicate_of:azure.com-apimanagement-apimapis-2019-01-01-swagger.yaml
